job_id,job_title,company_name,location,employment_type,experience_level,department,salary_range,job_description,responsibilities,requirements,preferred_qualifications,required_skills,preferred_skills,status
JD-332142,Systems Engineering Intern,Paytm,"Hyderabad, India",Contract,Entry Level,Engineering,?3–6 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Python, PowerShell, Cloud Basics","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Python; PowerShell; Cloud Basics; Documentation,Hardware Assembly,Not Active
JD-966397,Systems Engineering Intern,NextGen Software Labs,"Hyderabad, India",Contract,Mid Level,Engineering,?6–12 LPA,The position contributes to scalable and production-ready software development.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Python, PowerShell, Cloud Basics",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Python; PowerShell; Cloud Basics; Documentation,Hardware Assembly,Active
JD-799984,Systems Engineering Intern,Zoho Corporation,"Bengaluru, India",Full-time,Senior Level,Engineering,?12–22 LPA,The position contributes to scalable and production-ready software development.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Python, PowerShell, Cloud Basics",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Python; PowerShell; Cloud Basics; Documentation,Hardware Assembly,Active
JD-773896,Systems Engineering Intern,TCS,"Chennai, India",Full-time,Lead / Architect,Engineering,?22–40 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Python, PowerShell, Cloud Basics",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Python; PowerShell; Cloud Basics; Documentation,Hardware Assembly,Not Active
JD-350205,Systems Engineering Intern,Capgemini India,"Chennai, India",Contract,Entry Level,Engineering,?3–6 LPA,This position contributes to performance optimization and feature delivery.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Operating Systems, TCP/IP, Server Maintenance","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Operating Systems; TCP/IP; Server Maintenance; RAID,Technical Support,Active
JD-141801,Systems Engineering Intern,Capgemini India,"Gurgaon, India",Contract,Mid Level,Engineering,?6–12 LPA,The candidate will help translate requirements into effective technical implementations.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Operating Systems, TCP/IP, Server Maintenance",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Operating Systems; TCP/IP; Server Maintenance; RAID,Technical Support,Active
JD-648159,Systems Engineering Intern,Infosys,"Hyderabad, India",Contract,Senior Level,Engineering,?12–22 LPA,This role focuses on developing and maintaining scalable Systems Engineering Intern solutions for real-world applications.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Operating Systems, TCP/IP, Server Maintenance",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Operating Systems; TCP/IP; Server Maintenance; RAID,Technical Support,Active
JD-289517,Systems Engineering Intern,Infosys,"Gurgaon, India",Contract,Lead / Architect,Engineering,?22–40 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Operating Systems, TCP/IP, Server Maintenance",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Operating Systems; TCP/IP; Server Maintenance; RAID,Technical Support,Active
JD-532164,Systems Engineering Intern,Infosys,"Gurgaon, India",Contract,Entry Level,Engineering,?3–6 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Linux Administration, Apache/Nginx, MySQL","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Linux Administration; Apache/Nginx; MySQL; Shell Scripting,Logic,Active
JD-816189,Systems Engineering Intern,Capgemini India,"Pune, India",Full-time,Mid Level,Engineering,?6–12 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Linux Administration, Apache/Nginx, MySQL",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Linux Administration; Apache/Nginx; MySQL; Shell Scripting,Logic,Active
JD-150121,Systems Engineering Intern,Capgemini India,"Hyderabad, India",Contract,Senior Level,Engineering,?12–22 LPA,This role supports continuous improvement of applications within the Systems Engineering Intern domain.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Linux Administration, Apache/Nginx, MySQL",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Linux Administration; Apache/Nginx; MySQL; Shell Scripting,Logic,Active
